Suburb,Rooms,Type,Price,Date,Bedroom2,Bathroom,Car,Landsize,Propertycount
Fitzroy,4,h,1620000,5/22/16,3,2,1,132,5825
Fitzroy,3,h,1600000,5/22/16,3,2,1,261,5825
Fitzroy,3,u,850000,5/22/16,3,2,1,2782,5825
Fitzroy,2,u,790000,8/22/16,2,1,1,0,5825
Fitzroy,2,h,1122000,8/22/16,2,1,0,106,5825
Fitzroy,2,u,660000,4/23/16,2,2,0,0,5825
Fitzroy,2,h,1300000,9/24/16,2,1,1,157,5825
Fitzroy,1,u,308000,2/25/17,,,,,5825
Fitzroy,1,u,420000,2/25/17,1,1,1,782,5825
Fitzroy,2,u,715000,7/26/16,2,1,1,0,5825
Fitzroy,1,u,458000,6/27/16,1,1,1,0,5825
Fitzroy,2,h,800000,6/27/16,2,2,1,64,5825
Fitzroy,2,t,710000,6/27/16,2,1,1,0,5825
Fitzroy,2,u,630000,6/27/16,2,1,1,0,5825
Fitzroy,4,h,4011000,11/27/16,4,3,2,286,5825
Fitzroy,2,h,677000,11/27/16,2,1,0,67,5825
Fitzroy North,2,u,700000,9/3/16,2,2,1,4332,6244
Fitzroy North,2,h,860000,9/3/16,2,1,0,104,6244
Fitzroy North,2,h,870000,9/3/16,2,1,0,107,6244
Fitzroy North,2,h,1116000,9/3/16,3,1,0,152,6244
Fitzroy North,4,h,1450000,9/3/16,4,2,1,266,6244
Fitzroy North,2,t,930000,9/3/16,2,3,0,2778,6244
Fitzroy North,3,h,1110000,3/4/17,,,,,6244
Fitzroy North,2,u,700000,3/4/17,2,2,2,4296,6244
Fitzroy North,3,h,2170000,3/4/17,3,2,1,177,6244
Fitzroy North,1,u,358500,3/4/17,1,1,1,0,6244
Fitzroy North,3,h,1000000,3/4/17,3,1,0,249,6244
Fitzroy North,2,h,770000,6/4/16,2,2,1,134,6244
Fitzroy North,2,h,1008000,8/6/16,2,1,1,150,6244
Fitzroy North,3,t,1015000,10/8/16,3,2,1,112,6244
Fitzroy North,3,h,1371000,9/10/16,2,1,1,197,6244
Fitzroy North,2,t,1054000,9/10/16,2,2,1,0,6244
Fitzroy North,2,h,1055000,12/10/16,2,1,0,122,6244
Fitzroy North,2,u,720000,12/10/16,2,2,1,4296,6244
Fitzroy North,3,h,1286000,12/10/16,3,1,0,275,6244
Fitzroy North,3,h,1655000,12/10/16,3,1,0,176,6244
Fitzroy North,3,h,1181000,12/10/16,2,1,1,148,6244
Fitzroy North,3,t,1600000,12/10/16,3,3,1,188,6244
Fitzroy North,5,h,2875000,3/11/17,5,2,3,818,6244
Fitzroy North,2,h,990000,6/12/16,2,1,0,145,6244
Fitzroy North,2,u,650000,11/12/16,,,,,6244
Fitzroy North,4,h,1950000,5/14/16,4,2,2,233,6244
Fitzroy North,4,h,3400000,5/14/16,3,2,1,445,6244
Fitzroy North,4,h,1785000,5/14/16,4,2,1,188,6244
Fitzroy North,2,h,1315000,10/15/16,2,1,0,143,6244
Fitzroy North,2,h,1210000,10/15/16,2,1,1,223,6244
Fitzroy North,3,h,1275000,4/16/16,3,2,1,104,6244
Fitzroy North,3,h,1141000,4/16/16,2,1,1,378,6244
Fitzroy North,2,h,1255000,3/18/17,2,1,0,148,6244
Fitzroy North,3,h,1700000,3/18/17,3,2,1,240,6244
Fitzroy North,2,h,1290000,3/18/17,2,1,0,136,6244
Fitzroy North,2,t,750000,3/18/17,2,2,2,0,6244
Fitzroy North,3,u,674000,3/18/17,3,1,1,0,6244
Fitzroy North,2,u,675000,3/18/17,2,1,2,0,6244
Fitzroy North,4,t,1700000,3/18/17,4,3,2,127,6244
Fitzroy North,1,u,435000,6/18/16,,,,,6244
Fitzroy North,2,h,875000,6/18/16,2,1,0,106,6244
Fitzroy North,3,t,1080000,11/19/16,3,2,1,77,6244
Fitzroy North,3,h,1851000,11/19/16,3,1,1,225,6244
Fitzroy North,2,h,1222500,11/19/16,2,1,2,487,6244
Fitzroy North,1,u,330000,11/19/16,1,1,1,0,6244
Fitzroy North,2,h,1232000,11/19/16,2,1,0,0,6244
Fitzroy North,1,h,899000,5/22/16,2,1,0,153,6244
Fitzroy North,3,h,2300000,4/23/16,4,1,2,475,6244
Fitzroy North,2,h,937500,4/23/16,2,1,0,100,6244
Fitzroy North,3,h,1710000,9/24/16,3,2,0,357,6244
Fitzroy North,3,h,1600000,2/25/17,3,1,0,370,6244
Fitzroy North,3,h,1300000,7/26/16,3,1,1,203,6244
Fitzroy North,4,h,2300000,11/27/16,4,2,1,197,6244
Fitzroy North,2,u,490000,11/27/16,2,1,1,4296,6244
Fitzroy North,3,h,1300000,11/27/16,3,2,0,127,6244
Fitzroy North,3,h,1300000,11/27/16,3,1,0,309,6244
Fitzroy North,3,h,2150000,11/27/16,3,2,0,202,6244
Fitzroy North,3,t,775000,5/28/16,3,2,2,0,6244
Fitzroy North,3,h,1192500,5/28/16,,,,,6244
Fitzroy North,3,h,1581000,5/28/16,3,1,0,193,6244
Fitzroy North,2,u,602000,8/28/16,2,1,1,0,6244
Fitzroy North,2,h,650000,8/28/16,2,1,1,0,6244
Fitzroy North,2,h,1283000,8/28/16,2,1,2,204,6244
Fitzroy North,3,h,1450000,8/28/16,3,2,1,118,6244
Fitzroy North,2,h,1325000,8/28/16,2,1,0,160,6244
Flemington,2,h,865500,9/3/16,2,1,1,168,3593
Flemington,2,u,365000,12/3/16,2,1,1,0,3593
Flemington,2,t,553000,12/3/16,,,,,3593
Flemington,1,u,380000,3/4/17,1,1,1,2077,3593
Flemington,2,u,425000,3/4/17,2,1,1,0,3593
Flemington,1,u,280000,3/4/17,1,1,1,0,3593
Flemington,2,u,370000,11/7/16,,,,,3593
Flemington,3,h,870000,10/8/16,3,2,0,167,3593
Flemington,2,u,391000,10/8/16,2,1,1,0,3593
Flemington,2,h,715000,10/8/16,2,1,1,0,3593
Flemington,3,h,1130000,10/8/16,3,1,0,294,3593
Flemington,3,h,1110000,10/8/16,3,1,1,272,3593
Flemington,2,h,950000,9/10/16,2,1,1,193,3593
Flemington,2,h,918000,9/10/16,2,1,0,136,3593
Flemington,2,h,730000,9/10/16,2,1,1,140,3593
Flemington,2,u,360000,12/10/16,2,1,1,0,3593
Flemington,2,h,855000,12/10/16,2,1,0,225,3593
Flemington,2,t,650000,11/12/16,,,,,3593
Flemington,2,h,860000,11/12/16,2,1,0,202,3593
Flemington,1,u,350000,11/12/16,,,,,3593
Flemington,3,h,1012000,8/13/16,3,1,1,212,3593
Flemington,3,h,885000,8/13/16,3,1,0,162,3593
Flemington,3,h,1315000,8/13/16,2,1,1,313,3593
Flemington,4,h,1700000,5/14/16,4,1,1,616,3593
Flemington,3,h,1205000,10/15/16,3,2,2,0,3593
Flemington,2,u,395000,10/15/16,2,1,1,0,3593
Flemington,2,u,476000,10/15/16,2,1,1,0,3593
Flemington,1,h,250000,4/16/16,1,1,1,0,3593
Flemington,3,h,815000,4/16/16,,,,,3593
Flemington,2,u,556000,7/16/16,2,2,1,0,3593
Flemington,2,h,845000,3/18/17,2,1,1,0,3593
Flemington,1,u,345000,6/18/16,1,1,1,0,3593
Flemington,3,h,1100000,6/18/16,3,2,0,179,3593
Flemington,2,h,957000,5/22/16,2,1,0,165,3593
Flemington,3,h,991000,4/23/16,3,1,4,402,3593
Flemington,3,h,850000,9/24/16,4,2,0,162,3593
Flemington,1,u,395000,2/25/17,1,1,1,818,3593
Flemington,2,u,452000,2/25/17,,,,,3593
Flemington,2,u,350000,7/26/16,2,1,1,0,3593
Flemington,3,h,1115000,11/27/16,3,1,1,244,3593
Flemington,2,u,420500,5/28/16,2,1,1,0,3593
Footscray,3,t,585000,9/3/16,3,1,1,259,7570
Footscray,1,u,85000,9/3/16,1,1,0,0,7570
Footscray,4,h,1225000,12/3/16,4,2,1,319,7570
Footscray,2,u,431000,12/3/16,2,1,1,0,7570
Footscray,3,h,1003000,12/3/16,3,1,1,292,7570
Footscray,3,h,840000,12/3/16,3,1,0,164,7570
Footscray,3,h,1362000,12/3/16,3,2,0,497,7570
Footscray,4,h,977000,12/3/16,4,2,1,154,7570
Footscray,1,u,216000,2/4/16,1,1,1,0,7570
Footscray,3,h,876000,3/4/17,3,2,2,204,7570
Footscray,1,u,227000,3/4/17,1,1,1,0,7570
Footscray,4,t,841000,3/4/17,4,2,2,250,7570
Footscray,2,u,605000,3/4/17,2,1,3,2794,7570
Footscray,2,u,305000,3/4/17,2,1,1,47,7570
Footscray,2,t,480000,8/6/16,2,1,1,556,7570
Footscray,1,u,357000,8/6/16,1,1,0,0,7570
Footscray,3,h,910000,8/6/16,3,1,1,361,7570
Footscray,1,u,291000,5/7/16,1,1,1,665,7570
Footscray,2,h,375000,5/7/16,2,1,1,0,7570
Footscray,2,h,736000,5/7/16,,,,,7570
Footscray,2,h,752000,5/7/16,2,1,0,215,7570
Footscray,3,h,1155000,11/7/16,3,1,3,585,7570
Footscray,3,h,930000,10/8/16,3,1,3,413,7570
Footscray,2,u,490000,10/8/16,2,1,1,0,7570
Footscray,3,h,853000,10/8/16,3,1,1,0,7570
Footscray,4,h,1290000,10/8/16,3,1,2,411,7570
Footscray,3,u,480000,10/8/16,3,1,1,0,7570
Footscray,4,h,775000,10/8/16,2,1,2,277,7570
Footscray,2,h,900000,12/10/16,2,1,0,210,7570
Footscray,2,u,281000,12/10/16,2,1,1,0,7570
Footscray,4,h,1300000,12/10/16,4,2,3,0,7570
Footscray,3,t,714000,12/10/16,3,2,2,164,7570
Footscray,3,h,775000,12/10/16,3,2,1,197,7570
Footscray,2,h,950000,2/11/17,2,1,2,657,7570
Footscray,3,u,674000,2/11/17,3,2,1,8680,7570
Footscray,3,h,840000,6/12/16,,,,,7570
Footscray,3,h,760000,6/12/16,3,1,1,265,7570
Footscray,2,u,420000,6/12/16,2,1,1,0,7570
Footscray,2,t,560000,11/12/16,2,1,1,111,7570
Footscray,2,h,575000,11/12/16,2,1,1,162,7570
Footscray,4,h,1100000,8/13/16,3,1,2,633,7570
Footscray,3,h,932000,8/13/16,2,1,1,451,7570
Footscray,3,h,780000,5/14/16,3,1,2,323,7570
Footscray,2,u,295000,10/15/16,2,1,1,0,7570
Footscray,2,u,433000,10/15/16,2,1,1,0,7570
Footscray,2,t,410000,10/15/16,2,2,1,65,7570
Footscray,2,h,1170000,10/15/16,2,1,1,184,7570
Footscray,1,u,375000,4/16/16,1,1,1,0,7570
Footscray,2,u,615000,4/16/16,2,1,3,207,7570
Footscray,3,h,747000,7/16/16,3,1,1,246,7570
Footscray,1,u,275000,7/16/16,1,1,1,0,7570
Footscray,3,h,1045000,7/16/16,3,2,2,384,7570
Footscray,3,h,775000,7/16/16,3,1,1,242,7570
Footscray,2,u,571000,7/16/16,2,2,1,0,7570
Footscray,2,u,310000,9/17/16,2,1,1,0,7570
Footscray,1,u,305000,9/17/16,1,1,1,59,7570
Footscray,3,h,860500,9/17/16,3,2,2,322,7570
Footscray,3,t,820000,3/18/17,3,2,1,122,7570
Footscray,1,u,210000,3/18/17,1,1,1,0,7570
Footscray,2,t,597000,3/18/17,,,,,7570
Footscray,3,h,875000,3/18/17,3,1,0,262,7570
Footscray,2,u,370000,6/18/16,2,1,1,0,7570
Footscray,2,h,711000,6/18/16,2,1,2,253,7570
Footscray,3,u,665000,6/18/16,3,2,1,0,7570
Footscray,2,h,690500,11/19/16,2,1,1,212,7570
Footscray,2,h,747000,11/19/16,2,1,1,320,7570
Footscray,2,u,440000,11/19/16,,,,,7570
Footscray,2,u,420000,5/22/16,,,,,7570
Footscray,2,h,858000,5/22/16,2,1,1,313,7570
Footscray,4,t,699000,8/22/16,4,2,2,0,7570
Footscray,2,h,835000,8/22/16,2,1,1,222,7570
Footscray,2,h,661000,8/22/16,2,1,1,132,7570
Footscray,2,h,757500,8/22/16,2,1,0,258,7570
Footscray,2,u,525000,9/24/16,,,,,7570
Footscray,1,u,282000,9/24/16,1,1,1,1783,7570
Footscray,3,t,699000,9/24/16,3,1,1,125,7570
Footscray,3,h,850000,2/25/17,3,1,0,190,7570
Footscray,2,u,315000,2/25/17,2,1,1,882,7570
Footscray,2,t,690000,2/25/17,,,,,7570
Footscray,3,h,740000,2/25/17,3,1,1,211,7570
Footscray,3,t,640000,2/25/17,,,,,7570
Footscray,2,u,360000,2/25/17,2,1,1,0,7570
Footscray,3,h,842500,7/26/16,,,,,7570
Footscray,3,h,980000,7/26/16,3,2,2,196,7570
Footscray,3,u,561000,6/27/16,3,1,1,0,7570
Footscray,2,u,316000,6/27/16,2,1,1,0,7570
Footscray,2,h,800000,6/27/16,2,1,2,260,7570
Footscray,2,h,760000,6/27/16,2,1,0,130,7570
Footscray,3,t,735000,6/27/16,3,2,2,112,7570
Footscray,2,h,823000,6/27/16,2,1,0,238,7570
Footscray,4,h,1225000,11/27/16,4,2,1,319,7570
Footscray,3,t,781000,11/27/16,3,2,2,98,7570
Footscray,2,u,296000,11/27/16,2,1,1,0,7570
Footscray,3,h,886500,11/27/16,3,1,0,268,7570
Footscray,3,h,767500,5/28/16,3,2,0,458,7570
Footscray,3,t,740000,5/28/16,,,,,7570
Footscray,2,u,395000,5/28/16,2,2,1,0,7570
Footscray,4,h,815000,5/28/16,4,2,1,369,7570
Footscray,2,t,535000,8/28/16,,,,,7570
Footscray,3,t,757000,8/28/16,3,2,2,102,7570
Footscray,4,h,1450000,8/28/16,4,1,1,799,7570
Footscray,2,h,745000,7/30/16,2,1,1,355,7570
Footscray,2,h,716000,7/30/16,2,1,2,274,7570
Glen Iris,3,h,1735000,9/3/16,3,2,3,680,10412
Glen Iris,2,u,490000,9/3/16,,,,,10412
Glen Iris,2,h,1699000,9/3/16,3,1,2,653,10412
Glen Iris,4,h,3400000,9/3/16,4,3,2,856,10412
Glen Iris,5,h,3730000,9/3/16,4,3,2,919,10412
Glen Iris,4,h,1800000,12/3/16,4,2,2,868,10412
Glen Iris,1,u,350000,12/3/16,,,,,10412
Glen Iris,3,h,2260000,12/3/16,,,,,10412
Glen Iris,3,t,1753000,12/3/16,,,,,10412
Glen Iris,4,h,1998000,12/3/16,4,2,1,739,10412
Glen Iris,2,u,671000,3/4/17,2,1,1,0,10412
Glen Iris,4,h,1950000,3/4/17,,,,,10412
Glen Iris,3,t,1155000,3/4/17,,,,,10412
Glen Iris,4,h,3110000,3/4/17,4,2,4,1318,10412
Glen Iris,3,h,1780000,3/4/17,3,1,2,627,10412
Glen Iris,3,h,1425000,3/4/17,3,2,2,217,10412
Glen Iris,2,u,1090000,6/4/16,,,,,10412
Glen Iris,3,h,1530000,6/4/16,3,1,1,753,10412
Glen Iris,4,h,1900000,6/4/16,4,4,2,708,10412
Glen Iris,2,u,475000,6/4/16,,,,,10412
Glen Iris,2,h,1500000,6/4/16,3,1,2,660,10412
Glen Iris,3,h,1360000,6/4/16,3,2,1,704,10412
Glen Iris,5,h,2175000,6/4/16,5,3,4,619,10412
Glen Iris,4,h,2325000,6/4/16,4,3,2,638,10412
Glen Iris,4,h,2538000,8/6/16,4,2,3,630,10412
Glen Iris,1,u,255000,8/6/16,,,,,10412
Glen Iris,4,h,2300000,8/6/16,4,3,4,1258,10412
Glen Iris,2,u,550000,5/7/16,2,1,1,0,10412
Glen Iris,3,h,1600000,5/7/16,3,2,1,704,10412
Glen Iris,3,h,2100000,5/7/16,3,2,2,904,10412
Glen Iris,3,h,1520000,5/7/16,,,,,10412
Glen Iris,3,h,2115000,5/7/16,4,2,2,745,10412
Glen Iris,3,h,1700000,5/7/16,3,2,2,625,10412
Glen Iris,4,h,3500000,5/7/16,4,2,2,859,10412
Glen Iris,3,h,1750000,5/7/16,3,2,2,652,10412
Glen Iris,2,u,580000,11/7/16,,,,,10412
Glen Iris,3,h,967500,11/7/16,3,2,1,233,10412
Glen Iris,4,h,2077000,11/7/16,4,2,3,553,10412
Glen Iris,4,h,2850000,11/7/16,4,3,2,1184,10412
Glen Iris,4,t,1350000,10/8/16,,,,,10412
Glen Iris,2,u,411000,10/8/16,2,1,1,0,10412
Glen Iris,3,h,1222000,10/8/16,3,1,1,215,10412
Glen Iris,4,h,1550000,10/8/16,3,2,2,662,10412
Glen Iris,3,h,1660000,9/10/16,3,1,2,297,10412
Glen Iris,6,h,2250000,9/10/16,5,3,2,650,10412
Glen Iris,3,u,1162000,9/10/16,2,2,2,281,10412
Glen Iris,4,h,2100000,9/10/16,,,,,10412
Glen Iris,4,h,2020000,9/10/16,4,2,2,630,10412
Glen Iris,2,h,845000,9/10/16,2,0,0,207,10412
Glen Iris,3,h,1510000,9/10/16,3,2,2,370,10412
Glen Iris,4,h,2010000,12/10/16,4,2,2,659,10412
Glen Iris,4,h,1870000,12/10/16,,,,,10412
Glen Iris,4,h,2975000,12/10/16,4,3,4,0,10412
Glen Iris,2,u,585000,12/10/16,2,1,1,0,10412
Glen Iris,3,h,1275000,12/10/16,3,2,2,669,10412
Glen Iris,1,u,452000,12/10/16,1,1,1,63,10412
Glen Iris,3,t,1625000,12/10/16,3,2,2,365,10412
Glen Iris,4,h,1800000,11/12/16,4,3,2,743,10412
Glen Iris,3,h,1820000,11/12/16,3,1,3,650,10412
Glen Iris,1,u,291000,11/12/16,1,1,1,1097,10412
Glen Iris,2,u,710000,11/12/16,2,1,2,123,10412
Glen Iris,4,h,3000000,11/12/16,,,,,10412
Glen Iris,4,h,2376000,11/12/16,4,2,2,652,10412
Glen Iris,5,h,2505000,11/12/16,,,,,10412
Glen Iris,3,h,1230000,11/12/16,,,,,10412
Glen Iris,3,u,1080000,11/12/16,,,,,10412
Glen Iris,2,h,1020000,11/12/16,2,1,0,251,10412
Glen Iris,3,h,1456000,11/12/16,3,1,2,504,10412
Glen Iris,3,h,1875000,8/13/16,3,2,3,607,10412
Glen Iris,3,h,1430000,8/13/16,3,3,2,385,10412
Glen Iris,6,h,2300000,5/14/16,6,2,2,0,10412
Glen Iris,1,t,345000,5/14/16,1,1,1,745,10412
Glen Iris,5,h,2000000,5/14/16,5,3,1,696,10412
Glen Iris,4,h,1550000,5/14/16,4,0,0,769,10412
Glen Iris,3,h,1625000,5/14/16,4,2,4,1005,10412
Glen Iris,2,u,480000,5/14/16,2,1,1,0,10412
Glen Iris,2,t,585000,10/15/16,2,1,1,84,10412
Glen Iris,5,h,1960000,10/15/16,5,3,2,650,10412
Glen Iris,4,h,1700000,10/15/16,4,3,1,650,10412
Glen Iris,2,u,680000,10/15/16,2,1,1,0,10412
Glen Iris,4,h,2225000,10/15/16,,,,,10412
Glen Iris,3,t,1220000,10/15/16,3,2,2,278,10412
Glen Iris,3,h,1375000,10/15/16,3,2,2,328,10412
Glen Iris,2,h,920000,10/15/16,2,1,2,334,10412
Glen Iris,2,u,382000,7/16/16,2,1,1,1069,10412
Glen Iris,2,u,545000,7/16/16,3,0,0,0,10412
Glen Iris,2,u,405000,7/16/16,,,,,10412
Glen Iris,4,t,1350000,7/16/16,3,2,2,342,10412
Glen Iris,2,h,1280000,7/16/16,2,1,1,412,10412
Glen Iris,2,u,585000,9/17/16,,,,,10412
Glen Iris,3,h,1825000,9/17/16,3,1,2,652,10412
Glen Iris,5,h,2825000,9/17/16,5,4,4,802,10412
Glen Iris,3,h,2825000,9/17/16,4,2,4,885,10412
Glen Iris,2,u,520000,9/17/16,,,,,10412
Glen Iris,4,h,1825000,9/17/16,3,3,2,366,10412
Glen Iris,1,u,328000,3/18/17,1,1,0,0,10412
Glen Iris,4,h,2016000,3/18/17,4,2,3,733,10412
Glen Iris,5,h,3085000,3/18/17,5,3,3,778,10412
Glen Iris,3,h,1710000,3/18/17,3,1,3,557,10412
Glen Iris,3,h,1770000,3/18/17,3,1,3,603,10412
Glen Iris,3,h,1765000,3/18/17,3,1,2,650,10412
Glen Iris,2,u,545000,6/18/16,,,,,10412
Glen Iris,2,u,511000,6/18/16,2,1,1,0,10412
Glen Iris,3,h,2000000,6/18/16,2,1,2,821,10412
Glen Iris,2,h,1600000,6/18/16,2,2,2,718,10412
Glen Iris,3,h,1880000,6/18/16,3,2,2,668,10412
Glen Iris,5,h,2352500,11/19/16,5,3,2,642,10412
Glen Iris,5,h,3860000,11/19/16,5,4,2,830,10412
Glen Iris,4,h,2625000,11/19/16,4,3,2,840,10412
Glen Iris,2,u,856500,11/19/16,2,1,1,0,10412
Glen Iris,3,u,652000,5/22/16,,,,,10412
Glen Iris,5,h,1650000,5/22/16,5,2,2,400,10412
Glen Iris,2,t,600000,8/22/16,2,1,1,0,10412
Glen Iris,2,u,690000,9/24/16,2,1,2,166,10412
Glen Iris,3,t,1200000,9/24/16,3,2,2,541,10412
Glen Iris,4,h,3010000,9/24/16,3,3,2,677,10412
Glen Iris,2,u,785000,9/24/16,2,1,1,0,10412
Glen Iris,4,h,1950000,2/25/17,4,2,2,775,10412
Glen Iris,3,h,2200000,2/25/17,3,1,2,700,10412
Glen Iris,3,h,1751000,2/25/17,3,1,3,609,10412
Glen Iris,4,h,1857000,2/25/17,4,2,3,548,10412
Glen Iris,1,u,375000,2/25/17,1,1,1,602,10412
Glen Iris,2,u,720000,2/25/17,2,1,2,0,10412
Glen Iris,3,h,1500000,2/25/17,3,1,3,401,10412
Glen Iris,4,h,2725000,2/25/17,4,3,2,603,10412
Glen Iris,2,h,1723000,7/26/16,2,1,1,553,10412
Glen Iris,2,u,529500,7/26/16,2,1,1,0,10412
Glen Iris,3,h,2800000,7/26/16,3,1,2,762,10412
Glen Iris,3,h,1665000,6/27/16,3,1,2,685,10412
Glen Iris,2,u,600000,6/27/16,2,1,1,0,10412
Glen Iris,3,h,1420000,6/27/16,3,1,2,615,10412
Glen Iris,3,t,1275000,11/27/16,,,,,10412
Glen Iris,3,h,1550000,11/27/16,3,2,2,307,10412
Glen Iris,1,u,420000,11/27/16,1,1,1,805,10412
Glen Iris,4,h,1920000,11/27/16,4,2,2,706,10412
Glen Iris,5,h,2100000,11/27/16,5,3,2,696,10412
Glen Iris,5,h,2410000,11/27/16,5,2,2,654,10412
Glen Iris,4,h,2100000,11/27/16,4,2,2,645,10412
Glen Iris,4,h,2950000,11/27/16,4,2,2,1485,10412
Glen Iris,2,u,390000,5/28/16,2,1,1,0,10412
Glen Iris,5,h,3365000,5/28/16,5,2,2,1339,10412
Glen Iris,4,h,1390000,5/28/16,3,2,3,397,10412
Glen Iris,4,h,1802000,5/28/16,4,3,2,394,10412
Glen Iris,3,h,1950000,8/28/16,,,,,10412
Glen Iris,3,h,1310000,8/28/16,3,1,2,464,10412
Glen Iris,3,h,1931000,8/28/16,3,2,2,648,10412
Glen Iris,4,h,1528800,8/28/16,,,,,10412
Glen Iris,4,h,2000000,8/28/16,3,2,4,401,10412
Glen Iris,2,h,1250000,8/28/16,2,1,2,438,10412
Glen Iris,5,h,2400000,7/30/16,5,3,2,709,10412
Glen Iris,2,u,460000,7/30/16,2,1,1,0,10412
Glen Iris,2,h,1541000,7/30/16,,,,,10412
Glenroy,3,t,585000,9/3/16,,,,,8870
Glenroy,3,h,610000,9/3/16,3,1,2,696,8870
Glenroy,3,t,480000,9/3/16,,,,,8870
Glenroy,3,h,681500,9/3/16,,,,,8870
Glenroy,3,h,640000,9/3/16,,,,,8870
Glenroy,3,h,712000,9/3/16,,,,,8870
Glenroy,3,h,610000,12/3/16,3,1,3,640,8870
Glenroy,3,t,555000,12/3/16,3,2,2,244,8870
Glenroy,3,h,500000,12/3/16,3,1,1,336,8870
Glenroy,3,h,800000,12/3/16,,,,,8870
Glenroy,3,h,806500,12/3/16,3,1,2,766,8870
Glenroy,5,h,1150000,12/3/16,5,3,2,700,8870
Glenroy,5,h,850000,3/4/17,5,3,1,487,8870
Glenroy,3,t,565000,3/4/17,,,,,8870
Glenroy,2,h,758000,3/4/17,,,,,8870
Glenroy,3,h,590000,3/4/17,,,,,8870
Glenroy,4,h,550000,3/4/17,4,2,1,683,8870
Glenroy,3,h,822000,3/4/17,3,1,4,700,8870
Glenroy,3,h,980000,3/4/17,3,2,3,1029,8870
Glenroy,2,h,625000,3/4/17,,,,,8870
Glenroy,3,h,645150,6/4/16,,,,,8870
Glenroy,2,h,607000,6/4/16,,,,,8870
Glenroy,3,h,670000,8/6/16,3,1,1,652,8870
Glenroy,2,u,430000,8/6/16,2,1,1,164,8870
Glenroy,2,h,852500,8/6/16,2,1,2,832,8870
Glenroy,4,h,1025000,8/6/16,4,2,4,1011,8870
Glenroy,2,h,540000,5/7/16,2,1,1,164,8870
Glenroy,3,t,500000,5/7/16,,,,,8870
Glenroy,3,h,625000,5/7/16,,,,,8870
Glenroy,5,h,665000,11/7/16,,,,,8870
Glenroy,2,h,530000,11/7/16,2,1,2,643,8870
Glenroy,3,h,721000,10/8/16,3,1,2,674,8870
Glenroy,3,h,737000,10/8/16,3,1,4,640,8870
Glenroy,3,h,575500,10/8/16,3,1,1,701,8870
Glenroy,3,h,600000,10/8/16,3,1,2,702,8870
Glenroy,3,h,460000,10/8/16,3,2,2,224,8870
Glenroy,3,t,370000,10/8/16,3,2,1,259,8870
Glenroy,3,h,691000,9/10/16,3,1,2,753,8870
Glenroy,3,h,500000,9/10/16,3,1,1,589,8870
Glenroy,3,h,485000,9/10/16,,,,,8870
Glenroy,2,t,402000,9/10/16,,,,,8870
Glenroy,3,u,541000,9/10/16,,,,,8870
Glenroy,3,t,545000,9/10/16,3,2,1,136,8870
Glenroy,2,t,455000,12/10/16,,,,,8870
Glenroy,3,h,670000,12/10/16,3,1,4,734,8870
Glenroy,3,h,572000,12/10/16,3,1,2,627,8870
Glenroy,4,h,702000,12/10/16,4,1,4,606,8870
Glenroy,2,h,730000,12/10/16,2,1,1,705,8870
Glenroy,2,t,449000,12/10/16,,,,,8870
Glenroy,2,h,680000,12/10/16,,,,,8870
Glenroy,2,t,410000,12/10/16,,,,,8870
Glenroy,3,h,711500,12/10/16,3,1,3,667,8870
Glenroy,3,h,820000,12/10/16,3,2,4,805,8870
Glenroy,5,h,810000,3/11/17,5,4,4,695,8870
Glenroy,3,t,580000,3/11/17,,,,,8870
Glenroy,2,h,438000,6/12/16,,,,,8870
Glenroy,2,u,250000,11/12/16,2,1,1,0,8870
Glenroy,3,t,460000,11/12/16,3,1,1,325,8870
Glenroy,4,h,835000,11/12/16,,,,,8870
Glenroy,3,t,550000,11/12/16,,,,,8870
Glenroy,3,h,793000,11/12/16,3,1,2,780,8870
Glenroy,2,u,340000,11/12/16,2,1,1,0,8870
Glenroy,3,h,596000,11/12/16,3,1,3,624,8870
Glenroy,3,t,642000,5/14/16,,,,,8870
Glenroy,3,h,670000,5/14/16,,,,,8870
Glenroy,3,h,525000,5/14/16,,,,,8870
Glenroy,3,h,447500,10/15/16,3,1,1,320,8870
Glenroy,3,h,588000,10/15/16,3,1,1,616,8870
Glenroy,3,h,695000,10/15/16,,,,,8870
Glenroy,3,h,420000,10/15/16,3,1,2,0,8870
Glenroy,2,u,410000,10/15/16,2,1,2,200,8870
Glenroy,3,h,688000,10/15/16,3,1,4,700,8870
Glenroy,3,h,612500,10/15/16,3,2,3,635,8870
Glenroy,3,t,545000,4/16/16,,,,,8870
Glenroy,3,h,570000,4/16/16,,,,,8870
Glenroy,3,h,525000,4/16/16,3,1,1,665,8870
Glenroy,2,t,397500,7/16/16,,,,,8870
Glenroy,3,h,703000,9/17/16,3,1,4,704,8870
Glenroy,4,t,608000,9/17/16,3,2,1,252,8870
Glenroy,5,h,705000,9/17/16,5,3,2,612,8870
Glenroy,3,t,677000,9/17/16,,,,,8870
Glenroy,2,u,320500,9/17/16,2,1,1,3056,8870
Glenroy,3,h,577000,3/18/17,3,1,2,706,8870
Glenroy,4,h,920000,3/18/17,,,,,8870
Glenroy,2,t,450000,3/18/17,,,,,8870
Glenroy,2,u,230000,3/18/17,2,1,1,1996,8870
Glenroy,4,t,607000,3/18/17,4,3,2,0,8870
