Suburbasd,Address,Pricesdasd,SellerG,,,,,,,Suburb,Prices
Melbourne,715/300 Swanston St,483000,Greg,,,,,,,,
Melbourne,101/461 St Kilda Rd,1400000,Marshall,,,,,,,,
Melbourne,304/8 Sutherland St,610000,Pagan,,,,,,,,
Melbourne,32/2 Exhibition St,700000,Castran,,,,,,,,
Melbourne,1206/483 Swanston St,520000,Greg,,,,,,,,
Melbourne,1018/422 Collins St,692000,Greg,,,,,,,,
Melbourne,1104/55 Queens Rd,670000,Gary,,,,,,,,
Melbourne,303/166 Flinders St,440000,Harcourts,,,,,,,,
Melbourne,43/1 Exhibition St,436000,RT,,,,,,,,
Melbourne,101/55 Queens Rd,595000,Biggin,,,,,,,,
Melbourne,12/73 Queens Rd,620000,Kay,,,,,,,,
Melbourne,507/325 Collins St,733000,MICM,,,,,,,,
Melbourne,702/108 Flinders St,675000,Kay,,,,,,,,
Melbourne,204/368 Little Collins St,375000,Dingle,,,,,,,,
Melbourne,310/74 Queens Rd,426000,Gary,,,,,,,,
Melbourne,1302/454 St Kilda Rd,1505000,RT,,,,,,,,
Melbourne,60 Hayward La,1630000,Dingle,,,,,,,,
Melbourne,9/73 Queens Rd,938000,RT,,,,,,,,
Melbourne,420/539 St Kilda Rd,357500,hockingstuart,,,,,,,,
Melbourne,215/422 Collins St,720000,Greg,,,,,,,,
Melbourne,1003/265 Exhibition St,760000,hockingstuart,,,,,,,,
Melbourne,103/565 Flinders St,360000,Dingle,,,,,,,,
Melbourne,74/431 St Kilda Rd,435000,Dingle,,,,,,,,
Melbourne,509/33 MacKenzie St,390000,Dingle,,,,,,,,
Melbourne,18/539 St Kilda Rd,510000,Greg,,,,,,,,
Melbourne,1007/594 St Kilda Rd,607000,Gary,,,,,,,,
Melbourne,96/632 St Kilda Rd,705000,hockingstuart,,,,,,,,
Middle Park,277 Danks St,2600000,Cayzer,,,,,,,,
Middle Park,198 Page St,2350000,Cayzer,,,,,,,,
Middle Park,96 Hambleton St,2956000,Marshall,,,,,,,,
Middle Park,2/61 Canterbury Rd,535000,hockingstuart,,,,,,,,
Middle Park,5/143 Canterbury Rd,400000,RT,,,,,,,,
Middle Park,12 Langridge St,2227000,Greg,,,,,,,,
Middle Park,15 McGregor St,1690000,Buxton,,,,,,,,
Middle Park,81 Carter St,1020000,Cayzer,,,,,,,,
Middle Park,50 Park Rd,1515000,Marshall,,,,,,,,
Middle Park,6/82 Patterson St,700000,Greg,,,,,,,,
Middle Park,76 Harold St,2360000,Cayzer,,,,,,,,
Middle Park,82 Harold St,2005000,RT,,,,,,,,
Middle Park,8/49 Patterson St,702000,Marshall,,,,,,,,
Middle Park,287 Richardson St,3120000,Marshall,,,,,,,,
Middle Park,15 Fraser St,1025000,Marshall,,,,,,,,
Middle Park,33 Nimmo St,1920000,Marshall,,,,,,,,
Middle Park,171 Ashworth St,2623000,Greg,,,,,,,,
Middle Park,82 Hambleton St,1500000,Cayzer,,,,,,,,
Middle Park,98 Harold St,1630000,Marshall,,,,,,,,
Middle Park,141 Richardson St,1910000,Greg,,,,,,,,
Mont Albert,371 Elgar Rd,1320000,Lindellas,,,,,,,,
Mont Albert,17 Rowland St,2850000,Jellis,,,,,,,,
Mont Albert,50/781 Whitehorse Rd,750000,RW,,,,,,,,
Mont Albert,71 Victoria Cr,1666000,Jellis,,,,,,,,
Mont Albert,48 Kenmare St,2588000,Fletchers,,,,,,,,
Mont Albert,3 Gilbert St,1955000,hockingstuart,,,,,,,,
Mont Albert,3/7 Leopold Cr,768000,Fletchers,,,,,,,,
Mont Albert,4/30 Kenmare St,1400000,Marshall,,,,,,,,
Mont Albert,33a Kingsley Cr,1150000,Jellis,,,,,,,,
Mont Albert,7 Kingsley Cr,1901000,Noel,,,,,,,,
Mont Albert,105/766 Whitehorse Rd,665000,hockingstuart,,,,,,,,
Mont Albert,11 Rostrevor Pde,2714000,Fletchers,,,,,,,,
Mont Albert,40 Zetland Rd,2350000,Kay,,,,,,,,
Mont Albert,9 Carlyle Cr,2100000,Marshall,,,,,,,,
Mont Albert,42 View St,2200000,Jellis,,,,,,,,
Mont Albert,4/1 Nangnak La,660000,Changing,,,,,,,,
Mont Albert,7/27 High St,1310000,Fletchers,,,,,,,,
Mont Albert,6/41 Zetland Rd,540000,hockingstuart,,,,,,,,
Mont Albert,10 Zetland Rd,1355000,Jellis,,,,,,,,
Mont Albert,12 Rostrevor Pde,2335000,Kay,,,,,,,,
Mont Albert,55 View St,2000000,Fletchers,,,,,,,,
Mont Albert,3/18 Louise Av,625000,Marshall,,,,,,,,
Mont Albert,6 Serpentine St,1815000,Jellis,,,,,,,,
Mont Albert,2/82 Victoria Cr,626000,Jellis,,,,,,,,
Mont Albert,53/781 Whitehorse Rd,725000,Jellis,,,,,,,,
Mont Albert,7/86 Victoria Cr,870000,Noel,,,,,,,,
Mont Albert,72 Churchill St,3900000,Jellis,,,,,,,,
Mont Albert,1a Hotham Ct,1150000,Jellis,,,,,,,,
Mont Albert,2/3 Inglisby Rd,666000,Nelson,,,,,,,,
Mont Albert,26 Serpentine St,1200000,Jellis,,,,,,,,
Mont Albert,3 Blenheim Av,2025000,Jellis,,,,,,,,
Mont Albert,3/72 Kenmare St,1310000,Fletchers,,,,,,,,
Mont Albert,47 Zetland Rd,1564000,Jellis,,,,,,,,
Mont Albert,35 Kingsley Cr,1650000,Jellis,,,,,,,,
Mont Albert,11/781 Whitehorse Rd,520000,hockingstuart,,,,,,,,
Moonee Ponds,504/26 Shuter St,670000,Nelson,,,,,,,,
Moonee Ponds,90 Clarinda Rd,1715000,Frank,,,,,,,,
Moonee Ponds,21A Scotia St,1055000,Nelson,,,,,,,,
Moonee Ponds,5/40 Young St,348000,Nelson,,,,,,,,
Moonee Ponds,69 Aberfeldie St,1780000,Brad,,,,,,,,
Moonee Ponds,12 Athol St,2150000,Nelson,,,,,,,,
Moonee Ponds,10 Chaucer St,1730000,Jellis,,,,,,,,
Moonee Ponds,43 Chaucer St,1440000,Nelson,,,,,,,,
Moonee Ponds,14 Scotia St,1225000,Nelson,,,,,,,,
Moonee Ponds,5 Bent St,1445000,Nelson,,,,,,,,
Moonee Ponds,803/701 Mt Alexander Rd,1475000,Paul,,,,,,,,
Moonee Ponds,82 Argyle St,990000,Hodges,,,,,,,,
Moonee Ponds,22 Tennyson St,1400000,Nelson,,,,,,,,
Moonee Ponds,76 Argyle St,1550000,Brad,,,,,,,,
Moonee Ponds,25 Buckley St,1170000,Re,,,,,,,,
Moonee Ponds,101 Holmes Rd,1120000,Nelson,,,,,,,,
Moonee Ponds,1/10 Scotia St,675000,Brad,,,,,,,,
Moonee Ponds,20 Scotia St,880000,McDonald,,,,,,,,
Moonee Ponds,4 Addison St,1530000,Jellis,,,,,,,,
Moonee Ponds,1 Athol St,1350000,Brad,,,,,,,,
Moonee Ponds,1/31 Holberg St,832000,Jellis,,,,,,,,
Moonee Ponds,5/3 Lennox St,420000,Nelson,,,,,,,,
Moonee Ponds,25 Mantell St,2400000,Rendina,,,,,,,,
Moonee Ponds,106/26 Shuter St,565000,Jellis,,,,,,,,
Moonee Ponds,3/16 Turner St,550000,Woodards,,,,,,,,
Moonee Ponds,50 Wilson St,1211000,Nelson,,,,,,,,
Moonee Ponds,12 Chaucer St,2405000,Nelson,,,,,,,,
Moonee Ponds,35 Eglinton St,1395000,Brad,,,,,,,,
Moonee Ponds,24 Hotham St,1630000,Barry,,,,,,,,
Moonee Ponds,37 Lennox St,1160000,Nelson,,,,,,,,
Moonee Ponds,36 Primrose St,1065000,McDonald,,,,,,,,
Moonee Ponds,61 Steele St,1361500,Rendina,,,,,,,,
Moonee Ponds,19 Sussex St,945000,Nelson,,,,,,,,
Moonee Ponds,6/7 York St,360000,Brad,,,,,,,,
Moonee Ponds,31 Bowen St,860000,Nelson,,,,,,,,
Moonee Ponds,7 Browning St,1260000,Jellis,,,,,,,,
Moonee Ponds,35 Addison St,1637000,Nelson,,,,,,,,
Moonee Ponds,30 Tennyson St,1505000,Jellis,,,,,,,,
Moonee Ponds,10/40 Young St,515000,Edward,,,,,,,,
Moonee Ponds,112 Dean St,1100000,Brad,,,,,,,,
Moonee Ponds,13/110 Maribyrnong Rd,330000,Brad,,,,,,,,
Moonee Ponds,59 Scott St,1145000,Nelson,,,,,,,,
Moonee Ponds,24 Steele St,1322000,Nelson,,,,,,,,
Moonee Ponds,29 Winchester St,1015000,Nelson,,,,,,,,
Moonee Ponds,25 Argyle St,750000,Nelson,,,,,,,,
Moonee Ponds,14 Eglinton St,1013000,Raine,,,,,,,,
Moonee Ponds,4 Lennox St,840000,Nelson,,,,,,,,
Moonee Ponds,103/701 Mt Alexander Rd,465000,Frank,,,,,,,,
Moonee Ponds,10 Normanby St,1150000,Nelson,,,,,,,,
Moonee Ponds,75 Scott St,1900000,Nelson,,,,,,,,
Moonee Ponds,83 Scott St,890500,Brad,,,,,,,,
Moonee Ponds,44 Vine St,2340000,Rendina,,,,,,,,
Moonee Ponds,2 Addison St,1370000,Nelson,,,,,,,,
Moonee Ponds,61 Athol St,1400000,Brad,,,,,,,,
Moonee Ponds,22 McPherson St,1310000,Jellis,,,,,,,,
Moonee Ponds,4 Milverton St,1833000,Jellis,,,,,,,,
Moonee Ponds,49 Derby St,855000,Brad,,,,,,,,
Moonee Ponds,172 Maribyrnong Rd,930000,Brad,,,,,,,,
Moonee Ponds,6 Robinson St,1640000,Brad,,,,,,,,
Moonee Ponds,38 Addison St,1480000,Alexkarbon,,,,,,,,
Moonee Ponds,31 Bruce St,902000,Frank,,,,,,,,
Moonee Ponds,1/19 Montague St,672000,Nelson,,,,,,,,
Moonee Ponds,6/9 St James St,410000,Brad,,,,,,,,
Moonee Ponds,18A Fanny St,980000,Nelson,,,,,,,,
Moonee Ponds,47 Margaret St,1055000,Moonee,,,,,,,,
Moonee Ponds,22/122 Maribyrnong Rd,440000,Barry,,,,,,,,
Moonee Ponds,64 Salisbury St,1435000,Nelson,,,,,,,,
Moonee Ponds,3 Sussex St,1275000,Nelson,,,,,,,,
Moonee Ponds,113 Buckley St,1685000,Nelson,,,,,,,,
Moonee Ponds,54b Salisbury St,842500,Jellis,,,,,,,,
Moonee Ponds,31 Wordsworth St,1345000,Brad,,,,,,,,
Moonee Ponds,16/51 Buckley St,265000,Brad,,,,,,,,
Moonee Ponds,3 Pattison St,849000,Brad,,,,,,,,
Moonee Ponds,35 Athol St,1425000,Brad,,,,,,,,
Moonee Ponds,36 Derby St,1345000,Barry,,,,,,,,
Moonee Ponds,2/118 Holmes Rd,330000,Jellis,,,,,,,,
Moonee Ponds,1/132 Pascoe Vale Rd,726000,Nelson,,,,,,,,
Moonee Ponds,1a Ardmillan Rd,1250000,Raine,,,,,,,,
Moonee Ponds,2/102 Bent St,870000,Nelson,,,,,,,,
Moonee Ponds,9 Newton Pde,801000,Brad,,,,,,,,
Moonee Ponds,77a Scott St,1390000,Brad,,,,,,,,
Moonee Ponds,36 Aberfeldie St,1725000,Nelson,,,,,,,,
Moonee Ponds,1/5 Park St,415000,Weda,,,,,,,,
Moonee Ponds,20 Railway Cr,780000,Nelson,,,,,,,,
Moonee Ponds,6/8 Scotia St,670000,Frank,,,,,,,,
Moonee Ponds,13/9 The Strand,650000,Brad,,,,,,,,
Moonee Ponds,4/6 Turner St,600000,Woodards,,,,,,,,
Moonee Ponds,25 Wilson St,1505000,Frank,,,,,,,,
Moonee Ponds,36 Scotia St,850000,Nelson,,,,,,,,
Moonee Ponds,5/51 Buckley St,292000,Barry,,,,,,,,
Moonee Ponds,15 Orford St,956000,Nelson,,,,,,,,
Moonee Ponds,151b Park St,961000,Rendina,,,,,,,,
Moonee Ponds,2 Parry St,1740000,Brad,,,,,,,,
Moonee Ponds,28 Vine St,1683000,Rendina,,,,,,,,
Moonee Ponds,1/21 Holmes Rd,574000,Jellis,,,,,,,,
Moonee Ponds,12/17 Moore St,470000,Nelson,,,,,,,,
Moonee Ponds,1/263 Union Rd,1130000,Brad,,,,,,,,
Moonee Ponds,1/16 Capulet St,730000,Woodards,,,,,,,,
Moonee Ponds,21 Winchester St,831000,Barry,,,,,,,,
Moonee Ponds,11 Bowen St,930000,Nelson,,,,,,,,
Moonee Ponds,27 Moore St,800000,Nelson,,,,,,,,
Moonee Ponds,54 Ngarveno St,1111000,Ray,,,,,,,,
Moonee Ponds,3 Norfolk St,900000,Nelson,,,,,,,,
Moonee Ponds,3 Victoria St,822500,Nelson,,,,,,,,
Moonee Ponds,33 Walker St,1400000,Jellis,,,,,,,,
Moonee Ponds,4/7 York St,336000,Brad,,,,,,,,
Moonee Ponds,4/208 Maribyrnong Rd,800000,Nelson,,,,,,,,
Moorabbin,21 Fiddes St,1224000,Buxton,,,,,,,,
Moorabbin,23 Fiddes St,1020000,Buxton,,,,,,,,
Moorabbin,19 Hamer St,1000000,O'Brien,,,,,,,,
Moorabbin,6/1015 Nepean Hwy,380500,Ray,,,,,,,,
Moorabbin,11A Barbara St,930000,McGrath,,,,,,,,
Moorabbin,7 Barbara St,1090000,Woodards,,,,,,,,
Moorabbin,16 Matilda Rd,947500,McGrath,,,,,,,,
Moorabbin,163 Rowans Rd,836000,Woodards,,,,,,,,
Moorabbin,52 Bulli St,1417250,Buxton,,,,,,,,
Moorabbin,10 Avon St,980000,Buxton,,,,,,,,
Moorabbin,32a Fiddes St,1135000,Hodges,,,,,,,,
Moorabbin,48 Matilda Rd,1110000,Woodards,,,,,,,,
Moorabbin,38 Grandview Gr,950000,Buxton,,,,,,,,
Moorabbin,1a Rodney St,750000,hockingstuart,,,,,,,,
Moorabbin,8b William St,1140000,Buxton,,,,,,,,
Moorabbin,1/1017 Nepean Hwy,750000,Buxton,,,,,,,,
Moorabbin,208/11 Central Av,490500,Ray,,,,,,,,
Moorabbin,1/4 Grandview Gr,931000,hockingstuart,,,,,,,,
Moorabbin,38 Royena Rd,1000000,C21,,,,,,,,
Moorabbin,2/17 Barilla Rd,655000,Buxton,,,,,,,,
Moorabbin,83 Bulli St,1200000,Buxton,,,,,,,,
Moorabbin,14 Avon St,987000,Buxton,,,,,,,,
Moorabbin,15 Genoa St,937000,Hodges,,,,,,,,
Moorabbin,5 Schofield St,1426000,McGrath,,,,,,,,
Moorabbin,5A William St,1016000,Buxton,,,,,,,,
Moorabbin,2b Rice St,910000,hockingstuart,,,,,,,,
Moorabbin,5 Florida Ct,1385000,Gary,,,,,,,,
Moorabbin,2/30 Matilda Rd,905000,hockingstuart,,,,,,,,
Moorabbin,10a Narooma St,1035000,C21,,,,,,,,
Moorabbin,2/1 Perry St,785000,Ray,,,,,,,,
Moorabbin,118 Rowans Rd,901000,O'Brien,,,,,,,,
Moorabbin,2 Margaret St,1300000,Woodards,,,,,,,,
Moorabbin,1 Otford Cl,975000,Woodards,,,,,,,,
Moorabbin,23 Franklin St,1070000,Buxton,,,,,,,,
Moorabbin,1/17 Baker St,639000,Buxton/Find,,,,,,,,
Moorabbin,2/1 Barbara St,605000,Ray,,,,,,,,
Moorabbin,1 Rhonda Ct,960000,Ray,,,,,,,,
Moorabbin,13 Franklin St,725000,Ray,,,,,,,,
Moorabbin,5 Margaret St,981000,Buxton,,,,,,,,
Moorabbin,10b Narooma St,985000,C21,,,,,,,,
Moorabbin,5 Bruthen St,975000,Buxton,,,,,,,,
Moorabbin,88 Bulli St,1035000,Ray,,,,,,,,
Moorabbin,2/86 Chapel Rd,805000,Buxton,,,,,,,,
Moorabbin,610/6 Station St,460000,Ray,,,,,,,,
Moorabbin,10 Beilby St,800000,hockingstuart,,,,,,,,
Moorabbin,56 Chapel Rd,921000,Buxton,,,,,,,,
Moorabbin,6a Clay St,917000,Ray,,,,,,,,
Moorabbin,52 Royena Rd,890000,Buxton,,,,,,,,
Moorabbin,51 Clay St,1008000,McGrath,,,,,,,,
Moorabbin,15 Biscop Rd,1191000,C21,,,,,,,,
Moorabbin,15 Faye St,1130000,Buxton,,,,,,,,
Moorabbin,2/3 Fiddes St,776000,Ray,,,,,,,,
Moorabbin,8 Barilla Rd,1035000,Buxton,,,,,,,,
Moorabbin,77 Chapel Rd,920000,hockingstuart,,,,,,,,
Moorabbin,17 Horsmunden Rd,1160000,Gary,,,,,,,,
Moorabbin,6 Wimmera St,825000,Buxton,,,,,,,,
Moorabbin,24a Franklin St,800000,Buxton,,,,,,,,
Moorabbin,1/23 Genoa St,240000,Ray,,,,,,,,
Moorabbin,1/1 Perry St,1105000,Hodges,,,,,,,,
Newport,23a Farm St,1025000,Sweeney,,,,,,,,
Newport,1/26 Thorpe St,826000,Village,,,,,,,,
Newport,14 Chalmers La,900000,Raine,,,,,,,,
Newport,11b Junction St,930000,RT,,,,,,,,
Newport,45 Milford St,962000,Village,,,,,,,,
Newport,44 Challis St,800000,Williams,,,,,,,,
Newport,1/30 Charlotte St,862000,RT,,,,,,,,
Newport,2/8 Laurie St,863000,Jas,,,,,,,,
Newport,1/118 Woods St,850000,hockingstuart,,,,,,,,
Newport,1/217 Woods St,785000,Raine,,,,,,,,
Newport,2/24 Maddox Rd,760000,RT,,,,,,,,
Newport,70 Market St,710000,Greg,,,,,,,,
Newport,473 Melbourne Rd,920000,Williams,,,,,,,,
Newport,46 River St,940000,Williams,,,,,,,,
Newport,4/31 Clyde St,655800,Greg,,,,,,,,
Newport,51 Home Rd,1082000,Village,,,,,,,,
Newport,3 River St,1210000,Williams,,,,,,,,
Newport,82 Charlotte St,880000,Sweeney,,,,,,,,
Newport,29 Latrobe St,1340000,Raine&Horne,,,,,,,,
Newport,37/114 Mason St,335000,Williams,,,,,,,,
Newport,53 River St,1260000,Village,,,,,,,,
Newport,1/94 The Strand,1400000,Greg,,,,,,,,
Newport,37 Alma Tce,995000,Greg,,,,,,,,
Newport,33 Oxford St,1380000,Williams,,,,,,,,
Newport,23 Alma Tce,1220000,Williams,,,,,,,,
Newport,99 Anderson St,785000,RT,,,,,,,,
Newport,1/24 Maddox Rd,810000,RT,,,,,,,,
Newport,5/222 Mason St,595000,Greg,,,,,,,,
Newport,22 Mirls St,962000,Village,,,,,,,,
Newport,79 Blackshaws Rd,860000,Sweeney,,,,,,,,
Newport,83 Challis St,1220000,Williams,,,,,,,,
Newport,39 Elizabeth St,930000,Williams,,,,,,,,
Newport,42 Agg St,930000,Greg,,,,,,,,
Newport,65 Charlotte St,800000,Jas,,,,,,,,
Newport,7 Effingham Rd,1305000,Greg,,,,,,,,
Newport,14 Jubilee St,1060000,Sweeney,,,,,,,,
Newport,18/4 Mason St,485000,Williams,,,,,,,,
Newport,3/71 Oxford St,950000,RT,,,,,,,,
Newport,34 Franklin St,910000,Greg,,,,,,,,
Newport,1/145 Mason St,780000,RT,,,,,,,,
Newport,21 Croker St,810000,Williams,,,,,,,,
Newport,7 Rosshire Rd,776000,RT,,,,,,,,
Newport,87 Elizabeth St,1002500,Jas,,,,,,,,
Newport,10 Port St,807500,Sweeney,,,,,,,,
Newport,1 River St,1120000,RT,,,,,,,,
Newport,21 Tait St,950000,Greg,,,,,,,,
Newport,75 Woods St,1620000,Williams,,,,,,,,
Newport,73 Farm St,923000,Village,,,,,,,,
Newport,31 Milford St,1030000,Village,,,,,,,,
Newport,115 North Rd,1046000,Sweeney,,,,,,,,
Newport,5 Croker St,716000,Williams,,,,,,,,
Newport,1 Durkin St,740000,RT,,,,,,,,
Newport,91 High St,970000,Greg,,,,,,,,
Newport,2/29 Maddox Rd,735000,Williams,,,,,,,,
Newport,20 Bruce St,762000,Williams,,,,,,,,
Newport,39/114 Mason St,485000,Williams,,,,,,,,
Newport,153 Mason St,950000,Jas,,,,,,,,
Newport,6 Speight St,1280000,Raine,,,,,,,,
Newport,15 Jubilee St,1040000,Greg,,,,,,,,
Newport,75 Oakbank St,922000,Williams,,,,,,,,
Newport,4 Peel St,2415000,Williams,,,,,,,,
Newport,2/145 Mason St,780000,RT,,,,,,,,
Newport,53 Mason St,1115000,Greg,,,,,,,,
Newport,4 Wilkins St,1675000,Williams,,,,,,,,
Newport,16 Blenheim Rd,1176000,hockingstuart,,,,,,,,
Newport,106 Johnston St,1265000,RT,,,,,,,,
Newport,94 Mason St,801000,Williams,,,,,,,,
Newport,15 Bradley St,1185000,RT,,,,,,,,
Newport,4/27 Clyde St,770000,Greg,,,,,,,,
Newport,26 Elphin St,1200000,Raine,,,,,,,,
Newport,8 Agg St,993000,Williams,,,,,,,,
Newport,29 Charlotte St,901000,Trimson,,,,,,,,
Newport,8 Crawford St,650000,Raine&Horne,,,,,,,,
Newport,60 Speight St,891500,Sweeney,,,,,,,,
Newport,75 The Strand,3420000,RT,,,,,,,,
Newport,1/31 Elizabeth St,560000,Williams,,,,,,,,
Newport,63 Mason St,805000,RT,,,,,,,,
Newport,5/67 Oxford St,680000,RT,,,,,,,,
Newport,1/27 Clyde St,827500,Greg,,,,,,,,
Newport,16 Davies St,793000,Gunn&Co,,,,,,,,
Newport,71 Hobson St,988000,Jas,,,,,,,,
Newport,112 Mason St,747000,Jas,,,,,,,,
Newport,193 Mason St,910000,Greg,,,,,,,,
Newport,14 Oakbank St,896000,RT,,,,,,,,
Newport,65 Alma Tce,890000,Williams,,,,,,,,
Newport,50 Home Rd,1199000,Raine,,,,,,,,
Newport,132a Market St,726000,Jas,,,,,,,,
Newport,121 North Rd,1100000,Williams,,,,,,,,
Newport,69 Oxford St,2015000,Williams,,,,,,,,
Newport,26 Croker St,930000,Greg,,,,,,,,
Newport,42 Farm St,1151000,Williams,,,,,,,,
Newport,108 Mason St,820000,Sweeney,,,,,,,,
Newport,4/71 Challis St,670000,Purplebricks,,,,,,,,
Newport,12 Gordon St,1040000,hockingstuart,,,,,,,,
Newport,78A Oxford St,1316000,Williams,,,,,,,,
Newport,12 Severn St,816000,RT,,,,,,,,
Newport,7 Durkin St,945000,Jas,,,,,,,,
Newport,10 Crawford St,643700,Greg,,,,,,,,
Newport,16 Milford St,760000,Williams,,,,,,,,
Newport,487 Melbourne Rd,881000,Jas,,,,,,,,
Newport,87 Schutt St,900000,Greg,,,,,,,,
Niddrie,28 Coghlan St,830000,Barry,,,,,,,,
Niddrie,57a Hamilton St,1065000,Barry,,,,,,,,
Niddrie,3a Irving St,780000,McDonald,,,,,,,,
Niddrie,9 Willow Cr,950000,Brad,,,,,,,,
Niddrie,9 Willowtree Cr,950000,Brad,,,,,,,,
Niddrie,4 Coghlan St,1020000,Barry,,,,,,,,
Niddrie,51 Garnet St,1330000,Brad,,,,,,,,
Niddrie,38 Muriel St,1126000,Brad,,,,,,,,
Niddrie,32 Diamond St,1235000,Brad,,,,,,,,
Niddrie,4/67 Hoffmans Rd,457000,Brad,,,,,,,,
Niddrie,3/42 Sapphire St,660000,Barry,,,,,,,,
Niddrie,2e The Avenue,661000,Biggin,,,,,,,,
Niddrie,97 Haldane Rd,770000,Frank,,,,,,,,
Niddrie,45a Nolan St,895500,Nelson,,,,,,,,
Niddrie,39 Cuthbert St,1350000,Barry,,,,,,,,
Niddrie,2/55 Garnet St,820000,Nelson,,,,,,,,
Niddrie,4/6 Elstone Ct,615000,Barry,,,,,,,,
Niddrie,2/49 Hamilton St,617500,Harcourts,,,,,,,,
Niddrie,2/42 Carrington Rd,672000,Barry,,,,,,,,
Niddrie,7/93 Hoffmans Rd,490000,Brad,,,,,,,,
Niddrie,2/17 Vaynor St,800000,Nelson,,,,,,,,
Niddrie,3/12 Elstone Ct,676000,Nelson,,,,,,,,
Niddrie,5 Hamilton St,991000,Brad,,,,,,,,
Niddrie,1g Newman St,610000,Barry,,,,,,,,
Niddrie,47 Carrington Rd,970000,Nelson,,,,,,,,
Niddrie,87 Hotham Rd,657000,Barry,,,,,,,,
Niddrie,1j Newman St,590000,Barry,,,,,,,,
Niddrie,45 Vaynor St,710000,Nelson,,,,,,,,
Niddrie,21 Diamond St,840000,Brad,,,,,,,,
Niddrie,21 Hamilton St,975000,Barry,,,,,,,,
Niddrie,2/37 Garnet St,600000,Barry,,,,,,,,
Niddrie,17 George St,875000,Barry,,,,,,,,
Niddrie,98 Haldane Rd,785000,Barry,,,,,,,,
Niddrie,12 Moushall Av,895000,Barry,,,,,,,,
Niddrie,2 Michael Ct,840000,Barry,,,,,,,,
Niddrie,26 Nolan St,1076000,Barry,,,,,,,,
Niddrie,11 Spring St,850000,Barry,,,,,,,,
Niddrie,44 Jackson St,1400000,Nelson,,,,,,,,
Niddrie,2 Kelvin Cl,1080000,Nelson,,,,,,,,
Niddrie,114 Hotham Rd,1065000,Barry,,,,,,,,
Niddrie,40a Jackson St,1291000,Barry,,,,,,,,
Niddrie,2 Hanson St,773000,Nelson,,,,,,,,
Niddrie,2/50 Jackson St,700000,Nelson,,,,,,,,
Niddrie,1/15 Ross St,760000,Barry,,,,,,,,
Niddrie,31 Carrington Rd,1190000,Barry,,,,,,,,
Niddrie,50 Hotham Rd,1015000,Barry,,,,,,,,
Niddrie,33 Newman St,875000,Nelson,,,,,,,,
Niddrie,14 Haldane Rd,1020000,Barry,,,,,,,,
Niddrie,2/26 Grandview Rd,773000,Barry,,,,,,,,
Niddrie,142 Hotham Rd,522500,Nelson,,,,,,,,
Niddrie,2a Rosehill Rd,790000,Nelson,,,,,,,,
Niddrie,4 Ida St,1100000,Barry,,,,,,,,
Niddrie,4 Muriel St,1007000,Nelson,,,,,,,,
Niddrie,20 Grandview Rd,1245000,McDonald,,,,,,,,
Niddrie,29 Jackson St,1155000,Barry,,,,,,,,
Niddrie,2/10 Nolan St,746000,Barry,,,,,,,,
Niddrie,38 Garnet St,1160000,Paul,,,,,,,,
Niddrie,20 George St,740000,Nelson,,,,,,,,
Niddrie,3a George St,905000,Nelson,,,,,,,,
Niddrie,14 Vaynor St,1105000,Brad,,,,,,,,
Niddrie,1/49 Hamilton St,591000,Brad,,,,,,,,
Niddrie,8 Rutland St,960000,Barry,,,,,,,,
Niddrie,2/42 Sapphire St,815000,Barry,,,,,,,,
North Melbourne,10 Canning St,2920000,Nelson,,,,,,,,
North Melbourne,90 Molesworth St,1635000,Nelson,,,,,,,,
North Melbourne,208/150 Peel St,491000,Nelson,,,,,,,,
North Melbourne,24/302 Abbotsford St,540000,Jellis,,,,,,,,
North Melbourne,1/315 Flemington Rd,340000,Brad,,,,,,,,
North Melbourne,2/63 Brougham St,726000,Jellis,,,,,,,,
North Melbourne,8 Haines St,1340000,W.B.,,,,,,,,
North Melbourne,70 Munster Tce,1105000,Jellis,,,,,,,,
North Melbourne,19 Shands La,841000,Jellis,,,,,,,,
North Melbourne,6/49 Haines St,528500,Woodards,,,,,,,,
North Melbourne,24/101 Leveson St,585000,Edward,,,,,,,,
North Melbourne,319/350 Victoria St,645000,Nelson,,,,,,,,
North Melbourne,12/25 Byron St,410000,Jellis,,,,,,,,
North Melbourne,110/171 Flemington Rd,550000,Jellis,,,,,,,,
North Melbourne,2/43 Haines St,470000,W.B.,,,,,,,,
North Melbourne,115/150 Peel St,470000,W.B.,,,,,,,,
North Melbourne,13/49 Haines St,475000,Jas,,,,,,,,
North Melbourne,6/55 Provost St,640000,MICM,,,,,,,,
North Melbourne,331 Flemington Rd,1330000,McDonald,,,,,,,,
North Melbourne,4/175 Chetwynd St,720000,W.B.,,,,,,,,
North Melbourne,2/100 Curzon St,888000,Jellis,,,,,,,,
North Melbourne,16 Scotia St,1325000,Nelson,,,,,,,,
North Melbourne,107/33 Wreckyn St,368000,Jellis,,,,,,,,
North Melbourne,15A Lothian St,1300000,Jellis,,,,,,,,
North Melbourne,23/43 Haines St,450000,W.B.,,,,,,,,
North Melbourne,6 Shiel St,1385000,Nelson,,,,,,,,
North Melbourne,44 Byron St,990000,Nelson,,,,,,,,
North Melbourne,2/150 Arden St,440000,hockingstuart,,,,,,,,
North Melbourne,12/700 Queensberry St,606000,Nelson,,,,,,,,
